address,bing_type,bing_confidence,bing_latitude,bing_longitude,mapquest_type,mapquest_class,mapquest_latitude,mapquest_longitude
"1007  Woodlow ST PIttsburgh, PA",Address,High,40.44475547969341,-80.05302719771862,house,place,40.4450655833333,-80.0527885833333
"Knox AV &  Mathews AV PIttsburgh, PA",RoadIntersection,High,40.413619726896286,-79.99052971601486,,,,
"7200  Kelly ST PIttsburgh, PA",Address,High,40.45543670654297,-79.89684417843819,house,place,40.455412,-79.8969
"S 16th ST &  Bingham ST PIttsburgh, PA",RoadIntersection,High,40.42948968708515,-79.98266011476517,,,,
"7232  Kelly ST PIttsburgh, PA",Address,High,40.45487976074219,-79.89593505859375,house,place,40.4552281249478,-79.8960832342123
"Hillcrest ST & N Aiken AV PIttsburgh, PA",RoadIntersection,High,40.4676803201437,-79.93463985621929,,,,
"121  Rhine PL PIttsburgh, PA",Address,High,40.46713784337044,-79.99363169074059,house,place,40.467180710768,-79.9936410975589
"3912  Coleman ST PIttsburgh, PA",Address,High,40.426883697509766,-79.94242858886719,house,place,40.4269833121643,-79.9422990936178
"1630  Sandusky CT PIttsburgh, PA",Address,High,40.45992337167263,-80.00610060989857,house,place,40.459730433558,-80.005517718408
"Station Square DR &  Commerce DR PIttsburgh, PA",RoadIntersection,High,40.43435990810394,-80.00635005533695,,,,
"EWART ST &  IOWA ST PIttsburgh, PA",RoadIntersection,High,40.44869966804981,-79.95887026190758,,,,
"California AV &  Columbus AV PIttsburgh, PA",,,,,,,,
"2112  Bentley DR PIttsburgh, PA",Address,High,40.440114587545395,-79.97688598930836,house,place,40.4400406020795,-79.9764161664181
"564 N Dunfermline ST PIttsburgh, PA",Address,High,40.45343780517578,-79.8942642211914,house,place,40.453507,-79.894385
"2129  Rhine ST PIttsburgh, PA",Address,High,40.46704262495041,-79.99447725713253,house,place,40.466489,-79.994039
"Frankstown AV &  Wheeler ST PIttsburgh, PA",RoadIntersection,High,40.45540988445282,-79.88444969058037,,,,
"Sherwood AV &  Citadel ST PIttsburgh, PA",RoadIntersection,High,40.4550102353096,-80.05817033350468,,,,
"Wilner DR &  Bracey DR PIttsburgh, PA",RoadIntersection,High,40.45403794699397,-79.86716923170091,,,,
"Montezuma ST &  Saxon WY PIttsburgh, PA",RoadIntersection,High,40.465649887919426,-79.90416996181011,,,,
"6838  Mc Pherson BL PIttsburgh, PA",Address,High,40.454010009765625,-79.90679168701172,,,,
"249  Devilliers ST PIttsburgh, PA",Address,High,40.44625282287598,-79.98232886195183,house,place,40.4462372222222,-79.9823661111111
"732  Clarissa ST PIttsburgh, PA",Address,High,40.453216552734375,-79.96084594726562,house,place,40.4535645187546,-79.9609354110283
"6532  Winslow ST PIttsburgh, PA",Address,High,40.461822509765625,-79.9092788696289,house,place,40.461792349736,-79.9091136272414
"25  Enon WY PIttsburgh, PA",Address,High,40.42671585083008,-79.98564910888672,house,place,40.4271879765899,-79.9857074096957
"Sandusky North ST &  Belleau ST PIttsburgh, PA",RoadIntersection,High,40.461829751729965,-80.00650025904179,,,,
"7024  Mt Vernon ST PIttsburgh, PA",Address,High,40.46214294433594,-79.89875030517578,house,place,40.4623285132909,-79.8990106735139
"432  Mt Pleasant RD PIttsburgh, PA",Address,High,40.47971270978451,-80.00169306993484,house,place,40.4790251,-80.0013884
"Ibis WY &  Rochelle ST PIttsburgh, PA",RoadIntersection,High,40.41514992713928,-79.98856969177723,,,,
"Oak Hill DR &  Terrace ST PIttsburgh, PA",RoadIntersection,High,40.44002003967762,-79.9676001816988,,,,
"E Elizabeth ST &  Orinoco ST PIttsburgh, PA",RoadIntersection,High,40.40795020759106,-79.93884019553661,,,,
"418  East Ohio ST PIttsburgh, PA",Address,High,40.45348271727562,-80.00094674527645,house,place,40.453488952381,-80.0009868571428
"7200  Kelly ST PIttsburgh, PA",Address,High,40.45543670654297,-79.89684417843819,house,place,40.455412,-79.8969
"262  Kennedy AV PIttsburgh, PA",Address,High,40.474323,-80.012924,house,place,40.4742879,-80.0129233
"1147  Woods Run AV PIttsburgh, PA",Address,High,40.47697448730469,-80.02967834472656,house,place,40.477161284009,-80.0297193386483
"1417 N Lang AV PIttsburgh, PA",Address,High,40.46229109168053,-79.8976133018732,house,place,40.4622760243704,-79.8976707121942
"1316 E Carson ST PIttsburgh, PA",Address,High,40.428766161203384,-79.98484879732132,bar,amenity,40.42855125,-79.9846335882909
"Chicago ST &  Mt Pleasant RD PIttsburgh, PA",RoadIntersection,High,40.4785912368782,-80.00086943311203,,,,
"38th ST &  Howley ST PIttsburgh, PA",RoadIntersection,High,40.462969690561295,-79.96105022728443,,,,
"5324  Brown WY PIttsburgh, PA",Address,High,40.466789,-79.937202,service,highway,40.4669798,-79.9379342
"7th ST &  Fort Duquesne Blvd RAMP PIttsburgh, PA",RoadIntersection,Medium,40.444577833123155,-80.00083838623017,,,,
"817  Mt Pleasant RD PIttsburgh, PA",Address,High,40.475596860051155,-79.99921135604382,house,place,40.4754042,-79.9991809
"Parkway East EXWY & PIttsburgh, PA",,,,,,,,
"1600 W CARSON ST PIttsburgh, PA",Address,High,40.44208908081055,-80.02153778076172,trunk,highway,40.4441721,-80.028192
"711 W COMMONS PIttsburgh, PA",Address,High,40.45285306870937,-80.00792384147644,tertiary,highway,40.45096,-80.0072263
"4800  Friendship AV PIttsburgh, PA",Address,High,40.461395,-79.946365,hospital,amenity,40.46151085,-79.9463434186131
"606 N Homewood AV PIttsburgh, PA",Address,High,40.454809069633484,-79.89732295274734,house,place,40.4547937170157,-79.8972902250039
"7300  Hamilton AV PIttsburgh, PA",Address,High,40.453865,-79.895202,house,place,40.454092,-79.895548
"Swindell BRDG & PIttsburgh, PA",,,,,tertiary,highway,40.4713681,-80.0069439
"Chartiers AV &  Universal ST PIttsburgh, PA",RoadIntersection,High,40.453699976205826,-80.06079018115997,,,,
"Chartiers AV &  Adon ST PIttsburgh, PA",RoadIntersection,High,40.453699976205826,-80.06079018115997,,,,
"N Homewood AV &  Felicia WY PIttsburgh, PA",RoadIntersection,High,40.45693002641201,-79.89647001028061,,,,
"E Warrington AV &  Vincent ST PIttsburgh, PA",RoadIntersection,High,40.4210601747036,-80.00148989260197,,,,
"1525  Fifth AV PIttsburgh, PA",Address,High,40.438724517822266,-79.9843521118164,house,place,40.438607742015,-79.9847303038538
"525  Larimer AV PIttsburgh, PA",Address,High,40.465705543756485,-79.91354562342167,house,place,40.4656647152767,-79.9137395514158
"Island AV &  Brighton RD PIttsburgh, PA",RoadIntersection,High,40.46375021338463,-80.02260021865368,,,,
"633  Kirkpatrick ST PIttsburgh, PA",Address,High,40.44668197631836,-79.97760772705078,house,place,40.4463848367347,-79.9772789591837
"1073  Woodlow ST PIttsburgh, PA",Address,High,40.44396623969078,-80.05365617573261,house,place,40.4440362324487,-80.0535475979885
"3200  Ward ST PIttsburgh, PA",Address,High,40.430877059698105,-79.95541892945766,house,place,40.430812,-79.955339
"Port Authority East Busway Parking Lot AV & PIttsburgh, PA",,,,,,,,
"950  Woodlow ST PIttsburgh, PA",Address,High,40.44658660888672,-80.05207061767578,house,place,40.446644,-80.051649
"737  Mount Pleasant RD PIttsburgh, PA",Address,High,40.475794672966,-79.99794468283653,house,place,40.4754542,-79.9984897
"Jackson ST & N Highland AV PIttsburgh, PA",RoadIntersection,High,40.47110013663769,-79.92037989199162,,,,
"Hamilton AV & N Homewood AV PIttsburgh, PA",RoadIntersection,High,40.454619973897934,-79.89752009510994,,,,
"N Homewood AV &  Race ST PIttsburgh, PA",RoadIntersection,High,40.45883449865173,-79.89571737221766,,,,
"Liberty AV &  40th ST PIttsburgh, PA",RoadIntersection,High,40.462820157408714,-79.95733000338078,,,,
"7232  Hamilton AV PIttsburgh, PA",Address,High,40.454204,-79.896316,house,place,40.4543498208259,-79.8966833411131
"300  Kirk AV PIttsburgh, PA",Address,High,40.39001293480396,-79.97696377336979,house,place,40.3903819186147,-79.9769381261556
"301  5th AV PIttsburgh, PA",Address,High,40.44091033935547,-79.9996337890625,primary,highway,40.4468715,-79.9496369
"337  Burrows ST PIttsburgh, PA",Address,High,40.44087968766689,-79.9711675196886,house,place,40.4410942109829,-79.9712791345128
"1220  Faulkner ST PIttsburgh, PA",Address,High,40.454673767089844,-80.06444549560547,house,place,40.4546405119709,-80.0642807247741
"Winslow ST &  Xenia WY PIttsburgh, PA",RoadIntersection,High,40.462549924850464,-79.90980997681618,,,,
"2469  Chauncey DR PIttsburgh, PA",Address,High,40.45104458928108,-79.97386448085308,house,place,40.4508051264505,-79.9744828080787
"1000  Brushton AV PIttsburgh, PA",Address,High,40.45663967728615,-79.88772667944431,house,place,40.456652,-79.88767
"586  Oakwood ST PIttsburgh, PA",Address,High,40.45155715942383,-79.8842544555664,house,place,40.4514979500177,-79.8845755471678
"7000  Apple AV PIttsburgh, PA",Address,High,40.46458639204502,-79.89880554378033,house,place,40.464497,-79.898607
"500 N Beatty ST PIttsburgh, PA",Address,High,40.46645924448967,-79.92406591773033,house,place,40.466379,-79.924095
"7212  Kelly ST PIttsburgh, PA",Address,High,40.45512771606445,-79.89653015136719,house,place,40.455361,-79.896676
"2453  Brighton RD PIttsburgh, PA",Address,High,40.4663921892643,-80.02496995031834,house,place,40.4664374,-80.0251336
"2905  Zephyr AV PIttsburgh, PA",Address,High,40.454814,-80.052368,house,place,40.45488153461,-80.0522416651441
"611  Mellon ST PIttsburgh, PA",Address,High,40.468971252441406,-79.92656707763672,house,place,40.4689401,-79.9264985
"800  Carver ST PIttsburgh, PA",RoadBlock,Medium,40.46575927734375,-79.9163589477539,residential,highway,40.4637843,-79.9141323
"1030  Forbes AV PIttsburgh, PA",Address,High,40.437834709882736,-79.99042712152004,primary,highway,40.4395608,-79.8994473
"Frankstown AV & N Homewood AV PIttsburgh, PA",RoadIntersection,High,40.457390025258064,-79.89629030227661,,,,
"3111  Landis ST PIttsburgh, PA",Address,High,40.45657730102539,-80.0562515258789,house,place,40.4564821319283,-80.0560002883165
"10th St BYP &  7th St BRDG PIttsburgh, PA",RoadIntersection,High,40.44490116356024,-80.0009572953436,,,,
"5550  Centre AV PIttsburgh, PA",Address,High,40.45634,-79.934555,supermarket,shop,40.4567199,-79.9345217
"4741  Monongahela ST PIttsburgh, PA",Address,High,40.41255569458008,-79.94293975830078,residential,highway,40.4140981,-79.9440748
"Obey AV &  Arnold ST PIttsburgh, PA",RoadIntersection,High,40.44008977711201,-80.05073994398117,,,,
"5300  Hillcrest ST PIttsburgh, PA",Address,High,40.46802833676338,-79.93746556341648,house,place,40.468019,-79.937539
"7300  Felicia WY PIttsburgh, PA",Address,High,40.45634798705578,-79.89417403936386,service,highway,40.456444,-79.8943252
"2154  White Hill DR PIttsburgh, PA",Address,High,40.44852398335934,-79.97988939285278,residential,highway,40.4486742,-79.9797265
"Mullins ST &  Woodland AV PIttsburgh, PA",RoadIntersection,High,40.468833248982925,-80.03147921401231,,,,
"2427  Bedford AV PIttsburgh, PA",Address,High,40.45026272535324,-79.97364185750484,house,place,40.4501393571429,-79.9740527857143
"1707  Brighton PL PIttsburgh, PA",Address,High,40.458484,-80.017761,residential,highway,40.4577615,-80.0171255
"N Murtland ST &  Mt Vernon ST PIttsburgh, PA",RoadIntersection,High,40.462549924850464,-79.89953979849815,,,,
"6900  Hamilton AV PIttsburgh, PA",Address,High,40.456058,-79.904724,house,place,40.45615,-79.904635
"2340  East Hills DR PIttsburgh, PA",Address,High,40.45539043843746,-79.87089648842812,house,place,40.4555945540812,-79.8708041644228
"Croft ST &  Lookout ST PIttsburgh, PA",,,,,,,,
"4337  Bristol ST PIttsburgh, PA",Address,High,40.419620513916016,-79.94469451904297,house,place,40.4197027674123,-79.9448957895612
"2404  Webster AV PIttsburgh, PA",Address,High,40.448841,-79.973793,house,place,40.4489271919716,-79.973932802188
"2029  De Ruad ST PIttsburgh, PA",Address,High,40.43860383331776,-79.97611954808235,house,place,40.4385450579308,-79.9751278841384
"907 N Braddock AV PIttsburgh, PA",Address,High,40.45611463487148,-79.89002600312233,trunk,highway,40.3992881,-79.8353984
"Robinson ST &  Terrace ST PIttsburgh, PA",RoadIntersection,High,40.440319776535034,-79.96555030345917,,,,
"1587  Crucible ST PIttsburgh, PA",Address,High,40.44660821557045,-80.05284816026688,house,place,40.4462629834531,-80.0532604801219
"2411  Bedford AV PIttsburgh, PA",Address,High,40.4500213265419,-79.97422456741333,house,place,40.4500142142857,-79.9743470714286
"6700  Deary ST PIttsburgh, PA",Address,High,40.46490478515625,-79.90254211425781,house,place,40.46497,-79.9024
"Manhattan ST & N Franklin ST PIttsburgh, PA",RoadIntersection,High,40.45587994158268,-80.02692997455597,,,,
"109  Rhine PL PIttsburgh, PA",Address,High,40.46699836850166,-79.99389253556728,house,place,40.4671579614585,-79.9936862988014
"1240  Superior AV PIttsburgh, PA",Address,High,40.468452,-80.028778,house,place,40.4682911680111,-80.0288905703315
"Paulson AV &  Navarro ST PIttsburgh, PA",RoadIntersection,High,40.46827979385853,-79.90271016955376,,,,
"Penn AV & S Winebiddle ST PIttsburgh, PA",RoadIntersection,High,40.46501000128332,-79.94290382030954,,,,
"341  Arabella ST PIttsburgh, PA",Address,High,40.41313934326172,-79.99465942382812,house,place,40.412757466856,-79.9939813420385
"7320  Kelly ST PIttsburgh, PA",Address,High,40.45486740767956,-79.8943255841732,house,place,40.4548838750841,-79.8945465647005
"315  Michigan ST PIttsburgh, PA",Address,High,40.41608428955078,-80.0016098022461,house,place,40.4159656700499,-80.0017288274533
"374  Penfort ST PIttsburgh, PA",Address,High,40.476597994565964,-79.99988459050655,house,place,40.4766153,-79.9996424
"97 E Amanda AV PIttsburgh, PA",Address,High,40.41864350438118,-79.98814456164837,residential,highway,40.4022654,-79.9884791
"329 E Warrington AV PIttsburgh, PA",Address,High,40.42109973728657,-80.00124044716358,pitch,leisure,40.4214239,-80.0016564471612
"Colby ST &  Ames ST PIttsburgh, PA",RoadIntersection,High,40.4839801043272,-80.00388979911804,,,,
"5530  Stanton AV PIttsburgh, PA",Address,High,40.471652,-79.927429,house,place,40.4716682,-79.9274243
"1714  Brighton PL PIttsburgh, PA",Address,High,40.458702087402344,-80.01709747314453,house,place,40.4587767593717,-80.0173414402492
"945  Rosselle CT PIttsburgh, PA",Address,High,40.40671157836914,-79.93310546875,,,,
"308  Knox AV PIttsburgh, PA",Address,High,40.419971,-79.990997,house,place,40.419908,-79.990882
"2636 N Charles ST PIttsburgh, PA",Address,High,40.46878203749657,-80.01486741006374,house,place,40.4687736,-80.014802
"2447  Bedford AV PIttsburgh, PA",Address,High,40.4503183811903,-79.97350975871086,house,place,40.4503291176471,-79.9736057058823
"925 N St Clair ST PIttsburgh, PA",Address,High,40.472843170166016,-79.92303466796875,residential,highway,40.4733743,-79.9224006
"N Mathilda ST &  Stieb WY PIttsburgh, PA",RoadIntersection,High,40.470351230235124,-79.94412365825701,,,,
"Angora WY &  Rod WY PIttsburgh, PA",,,,,,,,
"Stanley ST &  Connor ST PIttsburgh, PA",RoadIntersection,High,40.420131957643775,-79.94317976965526,,,,
"6900  Chaucer ST PIttsburgh, PA",Address,High,40.464046478271484,-79.90059661865234,house,place,40.46412,-79.900514
"300  Penfort ST PIttsburgh, PA",Address,High,40.47574169933796,-80.00082403421402,house,place,40.4767266836034,-79.9996997042937
"346  Penfort ST PIttsburgh, PA",Address,High,40.476274117827415,-80.00023998320103,residential,highway,40.4737208,-80.0029178
"Felicia WY &  Bennett PL PIttsburgh, PA",RoadIntersection,High,40.45642979443073,-79.89433027803898,,,,
"7000  Apple AV PIttsburgh, PA",Address,High,40.46458639204502,-79.89880554378033,house,place,40.464497,-79.898607
"129  Rhine PL PIttsburgh, PA",Address,High,40.46731151640415,-79.99312609434128,house,place,40.4671958769744,-79.9936109633974
"2115  Rhine ST PIttsburgh, PA",Address,High,40.46664901077747,-79.99413996934891,house,place,40.466453,-79.994011
"Shetland ST &  Larimer AV PIttsburgh, PA",RoadIntersection,High,40.46618968248367,-79.91216026246548,,,,
"Superior AV &  Bartold ST PIttsburgh, PA",RoadIntersection,High,40.467640087008476,-80.03106996417046,,,,
"1030 N Lang AV PIttsburgh, PA",Address,High,40.459571838378906,-79.8981704711914,house,place,40.4598214090909,-79.8976679090909
"219  Burrows ST PIttsburgh, PA",Address,High,40.43860048055649,-79.96836729347706,residential,highway,40.4408478,-79.9710864
"1600  Saturn WY PIttsburgh, PA",Address,High,40.45871838927269,-80.01185394823551,house,place,40.458766,-80.011803
"418  Alice ST PIttsburgh, PA",Address,High,40.40991973876953,-79.99603271484375,house,place,40.410076805263,-79.995482222016
"Arch ST &  Jacksonia ST PIttsburgh, PA",RoadIntersection,High,40.45790486479767,-80.00956544099539,,,,
"7045  Monticello ST PIttsburgh, PA",Address,High,40.460105895996094,-79.8985595703125,house,place,40.4601628512357,-79.8991779033302
"6501  5th AV PIttsburgh, PA",Address,High,40.45342169702053,-79.91706803441048,primary,highway,40.4468715,-79.9496369
"7319  Susquehanna ST PIttsburgh, PA",Address,High,40.45287322998047,-79.89559936523438,house,place,40.4529435362525,-79.8960936359848
"6426  Apple AV PIttsburgh, PA",Address,High,40.467826,-79.905731,house,place,40.4678846,-79.9057171
"2303  East Hills DR PIttsburgh, PA",Address,High,40.4552536457777,-79.87109899520874,house,place,40.455592,-79.871025
"2243  Somers DR PIttsburgh, PA",Address,High,40.4498952627182,-79.97660100460052,house,place,40.4499768219651,-79.9764070016329
"2071  Bentley DR PIttsburgh, PA",Address,High,40.44045925140381,-79.97774563729763,residential,highway,40.4397076,-79.9705203
"Shetland ST &  Paulson AV PIttsburgh, PA",RoadIntersection,High,40.464579686522484,-79.91043023765087,,,,
"1846  Cliff ST PIttsburgh, PA",Address,High,40.44647979736328,-79.98416137695312,house,place,40.4465640972222,-79.9844206273679
"2244  Bedford AV PIttsburgh, PA",Address,High,40.44869613647461,-79.97679138183594,house,place,40.4487315128974,-79.9769196493723
"3027  Zephyr AV PIttsburgh, PA",Address,High,40.456882,-80.054306,house,place,40.4570289198829,-80.0542656732233
"105  Oakhill DR PIttsburgh, PA",Address,High,40.43974310159683,-79.96746875345707,,,,
"7101  Frankstown AV PIttsburgh, PA",Address,High,40.45809555053711,-79.89827728271484,house,place,40.457949,-79.898342
"8000  Bennett ST PIttsburgh, PA",Address,High,40.45384979248047,-79.8841323852539,house,place,40.454127,-79.884207
"408  Charles ST PIttsburgh, PA",Address,High,40.41623306274414,-79.9958267211914,house,place,40.4163706142104,-79.9954382031641
"574  WEST GENERAL ROBINSON ST PIttsburgh, PA",Address,High,40.4479866027832,-80.00725555419922,secondary,highway,40.44799,-80.0058893
"Apple AV &  Paulson AV PIttsburgh, PA",RoadIntersection,High,40.467530116438866,-79.90472987294197,,,,
"Baxter ST &  Brushton AV PIttsburgh, PA",RoadIntersection,High,40.45649014413357,-79.8877501487732,,,,
"2104  Bentley DR PIttsburgh, PA",Address,High,40.44014945626259,-79.97707173228264,house,place,40.4400619189164,-79.9766964917011
"138  Orchard PL PIttsburgh, PA",Address,High,40.41787338256836,-79.99017333984375,house,place,40.4180195282817,-79.9894430029211
"S 18th ST &  Gregory ST PIttsburgh, PA",RoadIntersection,High,40.42347013950348,-79.97768998146057,,,,
"1701  Belleau DR PIttsburgh, PA",Address,High,40.460687801241875,-80.00724792480469,house,place,40.460531,-80.007156
"Bennett ST & N Murtland ST PIttsburgh, PA",RoadIntersection,High,40.457559674978256,-79.90147031843662,,,,
"512  Jacksonia ST PIttsburgh, PA",Address,High,40.45750045776367,-80.01282501220703,house,place,40.4574431909937,-80.0125080819132
"2034  BROWNSVILLE RD PIttsburgh, PA",Address,High,40.39397430419922,-79.98674774169922,house,place,40.39386,-79.986522
"5127  Coral ST PIttsburgh, PA",Address,High,40.464385986328125,-79.94180297851562,house,place,40.4643570854299,-79.9419103723496
"1  Bailey WY PIttsburgh, PA",Address,High,40.42706497013569,-80.00542938709259,,,,
"Waldorf ST &  Franklin RD PIttsburgh, PA",RoadIntersection,High,40.49105979502201,-80.01898996531963,,,,
"2500  Spring Garden AV PIttsburgh, PA",Address,High,40.4727668762207,-79.98776245117188,tertiary,highway,40.4764516,-79.9895694
"1600 E Carson ST PIttsburgh, PA",Address,High,40.42875289916992,-79.98265075683594,primary,highway,40.4286813,-79.9897923
"2340  East Hills DR PIttsburgh, PA",Address,High,40.45539043843746,-79.87089648842812,house,place,40.4555945540812,-79.8708041644228
"614 N Braddock AV PIttsburgh, PA",Address,High,40.453750267624855,-79.89081457257271,house,place,40.4537424,-79.890771
"2407  Wylie AV PIttsburgh, PA",Address,High,40.447746,-79.973152,house,place,40.44759875,-79.97310725
"Ashlyn ST &  Motor ST PIttsburgh, PA",RoadIntersection,High,40.45779585131638,-80.0553193217952,,,,
"Crucible ST &  Dickens ST PIttsburgh, PA",RoadIntersection,High,40.44706701050694,-80.04906252186834,,,,
"252  Parkman AV PIttsburgh, PA",Address,High,40.447044372558594,-79.95755767822266,house,place,40.4461237891269,-79.9567485581034
"Woodruff ST &  Merrimac ST PIttsburgh, PA",RoadIntersection,High,40.430188503017625,-80.0136978369625,,,,
"N Federal ST &  Perrysville AV PIttsburgh, PA",RoadIntersection,Medium,40.46119796819138,-80.00875909172744,,,,
"Eldora PL &  Michigan ST PIttsburgh, PA",RoadIntersection,High,40.41589504270623,-80.00131830322634,,,,
"7803  Susquehanna ST PIttsburgh, PA",Address,High,40.45001220703125,-79.88885498046875,house,place,40.4498684101538,-79.8888963216459
"7300  Hamilton AV PIttsburgh, PA",Address,High,40.453865,-79.895202,house,place,40.454092,-79.895548
"Churchland ST &  Wardsons ST PIttsburgh, PA",RoadIntersection,High,40.47198995947838,-79.89741012454033,,,,
"800 N Homewood AV PIttsburgh, PA",Address,High,40.456504821777344,-79.89632415771484,house,place,40.456559,-79.896511
"1534  Brighton RD PIttsburgh, PA",Address,High,40.45781326293945,-80.01566314697266,house,place,40.4574358326682,-80.0156733219738
"660  1st AV PIttsburgh, PA",Address,High,40.4350471496582,-79.99598693847656,,,,
"1300  Paulson AV PIttsburgh, PA",Address,High,40.468551,-79.900222,house,place,40.4686188,-79.901162
"522 N Negley AV PIttsburgh, PA",Address,High,40.468227,-79.927497,house,place,40.4681948,-79.9273463
"520  East Ohio ST PIttsburgh, PA",Address,High,40.45383834838867,-80.00000762939453,house,place,40.4536306209317,-80.0002397859396
"17TH ST &  Roland ST PIttsburgh, PA",RoadIntersection,High,40.428589805960655,-79.98210020363331,,,,
"7202  Kelly ST PIttsburgh, PA",Address,High,40.455428659915924,-79.896809309721,house,place,40.4554035,-79.8968626666667
"7000  Monticello ST PIttsburgh, PA",Address,High,40.46015167236328,-79.90028381347656,house,place,40.460239,-79.900266
"2107  Wylie AV PIttsburgh, PA",Address,High,40.445159912109375,-79.9791030883789,house,place,40.4450478571429,-79.9790981428571
"Taft AV &  Letzkus WY PIttsburgh, PA",RoadIntersection,High,40.4187098890543,-80.00854007899761,,,,
"E Warrington AV &  Beltzhoover AV PIttsburgh, PA",RoadIntersection,High,40.42166970670223,-79.99742031097412,,,,
"Mt Pleasant RD & PIttsburgh, PA",,,,,residential,highway,40.480862,-80.002112
"Knox AV &  Rochelle ST PIttsburgh, PA",RoadIntersection,High,40.41510030627251,-79.9906001240015,,,,
"203  Jucunda ST PIttsburgh, PA",Address,High,40.41751480102539,-79.99130249023438,house,place,40.4174056769851,-79.9908675271896
"216  Johnston AV PIttsburgh, PA",Address,High,40.40630340576172,-79.94107818603516,house,place,40.406467920565,-79.9411434973987
"310 E WARRINGTON AV PIttsburgh, PA",Address,High,40.420841217041016,-80.00186157226562,house,place,40.4209534574848,-80.0018997644394
"Eloise ST &  Sherman AV PIttsburgh, PA",RoadIntersection,High,40.45548029243946,-80.00981010496616,,,,
"306  Alice ST PIttsburgh, PA",Address,High,40.40989685058594,-79.99385070800781,house,place,40.4099459465282,-79.9938506261556
"Crane AV &  Lowenhill ST PIttsburgh, PA",RoadIntersection,High,40.4170797765255,-80.02182975411415,,,,
"Broad ST & N Fairmount ST PIttsburgh, PA",RoadIntersection,High,40.465120151638985,-79.93188992142677,,,,
"40  Rosselle DR PIttsburgh, PA",Address,High,40.40687195956707,-79.93217691779137,,,,
"1063  Woodlow ST PIttsburgh, PA",Address,High,40.44408895075321,-80.05356632173061,house,place,40.4442005526212,-80.0534262895226
"616  Perry ST PIttsburgh, PA",Address,High,40.44629909098148,-79.97784219682217,residential,highway,40.4457133,-79.9773107
"3400  Milwaukee ST PIttsburgh, PA",Address,High,40.4541015625,-79.96124267578125,house,place,40.454195,-79.961363
"Dehaven ST &  Hatteras ST PIttsburgh, PA",RoadIntersection,High,40.46267760797772,-79.98499267508238,,,,
"15  Manilla ST PIttsburgh, PA",Address,High,40.467184111475945,-79.88760866224766,residential,highway,40.4456312,-79.9867927
"911  Taft AV PIttsburgh, PA",Address,High,40.415027,-80.006484,house,place,40.4150199443715,-80.0068290910955
"8356  Bricelyn ST PIttsburgh, PA",Address,High,40.4554608464241,-79.87803183495998,house,place,40.455399781584,-79.8780499805868
"2632 N Charles ST PIttsburgh, PA",Address,High,40.46862030029297,-80.0148696899414,house,place,40.4686362,-80.0149038
"Penn AV & N Pacific AV PIttsburgh, PA",RoadIntersection,High,40.46461991965771,-79.94006998836994,,,,
"1331  Adams ST PIttsburgh, PA",Address,High,40.45843505859375,-80.0272445678711,house,place,40.4587016328137,-80.0267588144131
"Saw Mill Run BL &  Whited ST PIttsburgh, PA",RoadIntersection,High,40.39627991616726,-79.9981901049614,,,,
"5100  Columbo ST PIttsburgh, PA",Address,High,40.47016404569149,-79.940440133214,house,place,40.471573,-79.940064
"East Ohio ST & PIttsburgh, PA",,,,,trunk,highway,40.4539567,-79.9976944
"5th AV &  Pride ST PIttsburgh, PA",RoadIntersection,High,40.43857030570507,-79.98503990471363,,,,
"Suismon ST &  Madison AV PIttsburgh, PA",RoadIntersection,High,40.45575991272926,-79.99737001955509,,,,
"Columbus AV &  Chateau ST PIttsburgh, PA",RoadIntersection,High,40.457339733839035,-80.02943985164165,,,,
"2100  Watson ST PIttsburgh, PA",Address,High,40.43765567243099,-79.97576415538788,house,place,40.437612,-79.975769
"119  Sheridan AV PIttsburgh, PA",Address,High,40.49271270632744,-80.05796380341053,house,place,40.4617384,-79.9234028
"2421  Bedford AV PIttsburgh, PA",Address,High,40.4502459615469,-79.97368142008781,house,place,40.4500924285714,-79.9741631428572
"3  Cambria CT PIttsburgh, PA",Address,High,40.46151727437973,-79.91986356675625,footway,highway,40.4618753,-79.9193293
"3122  Chartiers AV PIttsburgh, PA",Address,High,40.453655,-80.061676,house,place,40.4535756684731,-80.0617963890739
"Kelly ST &  5th AV PIttsburgh, PA",RoadIntersection,High,40.45809008181095,-79.90845009684563,,,,
"Roberts ST &  Wylie AV PIttsburgh, PA",RoadIntersection,High,40.443580001592636,-79.98422987759113,,,,
"243  Trowbridge ST PIttsburgh, PA",Address,High,40.40607833862305,-79.93999481201172,house,place,40.4058402125721,-79.9405626644341
"200  Penn CIR PIttsburgh, PA",Address,High,40.46358458697796,-79.92715917527676,,,,
"500  East Ohio ST PIttsburgh, PA",Address,High,40.453577265143394,-80.00041969120502,house,place,40.453587,-80.00047
"1620  Spring Garden AV PIttsburgh, PA",Address,High,40.466758728027344,-79.9854507446289,tertiary,highway,40.4764516,-79.9895694
"7300  Hamilton AV PIttsburgh, PA",Address,High,40.453865,-79.895202,house,place,40.454092,-79.895548
"N Negley AV &  Penn AV PIttsburgh, PA",RoadIntersection,High,40.46350009739399,-79.93068024516106,,,,
"Torrens ST &  Kelly ST PIttsburgh, PA",RoadIntersection,High,40.45839205114436,-79.91074700371021,,,,
"7232  Hamilton AV PIttsburgh, PA",Address,High,40.454204,-79.896316,house,place,40.4543498208259,-79.8966833411131
