VICTIM_ID,TYPE,CCR,DATE,TIME,HOUR,LOCATION,CENSUS_TRACT,NEIGHBORHOOD,ZONE,WEAPON,,MOTIVE,VICTIM_RACE,VICTIM_SEX,VICTIM_AGE,ACTOR_CT.
,Non-fatal Shooting,12092911,5/18/12,,10, Rochelle ST &  Zara WY,,Knoxville,3,,Firearm
,Non-fatal Shooting,12093422,5/18/12,,22, Bryn Mawr RD &  Camp ST,,Upper Hill,2,,Firearm
,Non-fatal Shooting,12093546,5/19/12,,2,7143  Kedron ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,12094411,5/20/12,,5,244 N Aiken AV,,Garfield,5,,Firearm
,Non-fatal Shooting,12094648,5/20/12,,16,965  Industry ST,,Allentown,3,,Firearm
,Non-fatal Shooting,12094905,5/20/12,,22,260  Kennedy AV,,Perry South,1,,Firearm
,Non-fatal Shooting,12097035,5/23/12,,23,921  Woodlow ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,12099056,5/26/12,,21, Brownsville RD &  Overbrook BL,,Carrick,3,,Firearm
,Non-fatal Shooting,12099681,5/27/12,,21,34  Strauss ST,,Perry South,1,,Firearm
,Non-fatal Shooting,12100314,5/28/12,,22, Parkhurst ST &  Federal ST,,Central North Side,1,,Firearm
,Non-fatal Shooting,12105021,6/5/12,,0, Melwood AV &  Truro PL,,North Oakland,4,,Firearm
,Non-fatal Shooting,12107188,6/8/12,,1,3002  Shadeland AV,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,12107435,6/8/12,,11,3221  Huxley ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,12108932,6/10/12,,10,918  Cherokee ST,,Upper Hill,2,,Firearm
,Non-fatal Shooting,12109195,6/10/12,,19,59  Climax ST,,Beltzhoover,3,,Firearm
,Non-fatal Shooting,12109678,6/11/12,,15,2423  Chauncey DR,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,12112086,6/14/12,,20, Bryn Mawr RD &  Camp ST,,Upper Hill,2,,Firearm
,Non-fatal Shooting,12112636,6/15/12,,14, Nigh WY &  Bentley DR,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,12113073,6/16/12,,0,2009 E Carson ST,,South Side Flats,3,,Firearm
,Non-fatal Shooting,12113694,6/16/12,,21,1217  Woods Run AV,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,12113766,6/16/12,,23,800  Citadel ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,12114251,6/17/12,,18,2129  Rhine ST,,Spring Hill,1,,Firearm
,Non-fatal Shooting,12115892,6/20/12,,2,1736  Belleau DR,,Fineview,1,,Firearm
,Non-fatal Shooting,12117501,6/22/12,,2, Zenith WY &  Bennett ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,12119533,6/24/12,,22, Pierce ST &  Maryland AV,,Shadyside,4,,Firearm
,Non-fatal Shooting,12120318,6/26/12,,0,2001  Broadway AV,,Beechview,6,,Firearm
,Non-fatal Shooting,12121372,6/27/12,,13,2812  Breker ST,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,12121825,6/27/12,,23, Hazelton ST &  N Charles ST,,Perry South,1,,Firearm
,Non-fatal Shooting,12125454,7/2/12,,17, Stafford ST &  Stadium ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,12126194,7/3/12,,18,7460  Monticello ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,12128611,7/7/12,,1,660  1st AV,,Spring Garden,1,,Firearm
,Non-fatal Shooting,12129310,7/8/12,,1, Chartiers AV &  Adon ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,12132368,7/11/12,,21,1886  Bedford AV,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,12134096,7/14/12,,0,2136  Bentley DR,,Terrace Village,2,,Firearm
,Non-fatal Shooting,12134949,7/15/12,,2,7230  Kelly ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,12135608,7/16/12,,2,2151  Rhine ST,,Spring Hill,1,,Firearm
,Non-fatal Shooting,12139158,7/21/12,,0, South Side AV &  Mathias ST,,Spring Hill,1,,Firearm
,Non-fatal Shooting,12139664,7/21/12,,16,7623  Bennett ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,12140727,7/23/12,,3,6481  Frankstown AV,,Larimer,5,,Firearm
,Non-fatal Shooting,12141362,7/23/12,,23, Fernleaf ST &  Fort Hill ST,,South Side Slopes,3,,Firearm
,Non-fatal Shooting,12142226,7/25/12,,3, Hamilton AV & N Homewood AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,12149254,8/3/12,,19,326  Jucunda ST,,Knoxville,3,,Firearm
,Non-fatal Shooting,12150847,8/6/12,,2, Chicago ST &  Mt Pleasant RD,,Northview Heights,1,,Firearm
,Non-fatal Shooting,12154432,8/10/12,,20,7549  Hamilton AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,12154565,8/11/12,,0,1406  Adams ST,,Manchester,1,,Firearm
,Non-fatal Shooting,12159019,8/16/12,,21,1944  Lowrie ST,,Troy Hill,1,,Firearm
,Non-fatal Shooting,12159708,8/17/12,,20,300  Kingsboro ST,,Beltzhoover,3,,Firearm
,Non-fatal Shooting,12160647,8/19/12,,1,E Carson ST & S 22nd ST,,Central Business District,2,,Firearm
,Non-fatal Shooting,12161248,8/19/12,,23, Race ST &  Sterrett ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,12162549,8/21/12,,21,100  Armour WY,,Mount Washington,3,,Firearm
,Non-fatal Shooting,12165123,8/25/12,,1,2225  Bedford AV,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,12166400,8/26/12,,22,6900  Hamilton AV,,Homewood West,5,,Firearm
,Non-fatal Shooting,12167992,8/29/12,,6, Wabash ST &  Neptune ST,,Banksville,6,,Firearm
,Non-fatal Shooting,12168380,8/29/12,,18,2143  Rhine ST,,Spring Hill,1,,Firearm
,Non-fatal Shooting,12169377,8/31/12,,1, Penn AV &  6TH ST,,Central Business District,2,,Firearm
,Non-fatal Shooting,12174411,9/7/12,,3, Frankstown AV &  Washington BL,,Homewood West,5,,Firearm
,Non-fatal Shooting,12175165,9/8/12,,1,1605  Broadhead ST,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,12175963,9/9/12,,2,808 N Lang AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,12175950,9/9/12,,2, Formosa WY &  Zenith WY,,Homewood South,5,,Firearm
,Non-fatal Shooting,12176400,9/9/12,,19,412 N Fairmount ST,,Garfield,5,,Firearm
,Non-fatal Shooting,12176750,9/10/12,,11,621  Winfield ST,,Larimer,5,,Firearm
,Non-fatal Shooting,12177024,9/10/12,,18, Hamilton AV &  Rosedale ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,12180697,9/15/12,,23,45  Strauss ST,,Perry South,1,,Firearm
,Non-fatal Shooting,12186001,9/23/12,,15,521  Armandale ST,,Central North Side,1,,Firearm
,Non-fatal Shooting,12187456,9/25/12,,19,2707  Brighton RD,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,12188352,9/27/12,,6, 2nd AV &  Renova ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,12190694,9/30/12,,14,5022  Orinoco ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,12192220,10/2/12,,19, Cathedral AV &  Gorgas ST,,Mount Oliver,3,,Firearm
,Non-fatal Shooting,12192440,10/3/12,,3,255  East Ohio ST,,Allegheny Center,1,,Firearm
,Non-fatal Shooting,12198827,10/12/12,,4, Schenley Manor DR &  Azure ST,,Stanton Hgts,5,,Firearm
,Non-fatal Shooting,12199628,10/13/12,,10,515 N Highland AV,,East Liberty,5,,Firearm
,Non-fatal Shooting,12200808,10/15/12,,7,N Aiken AV &  Columbo ST,,Garfield,5,,Firearm
,Non-fatal Shooting,12201910,10/16/12,,21,501  Farnsworth ST,,Greenfield,4,,Firearm
,Non-fatal Shooting,12202852,10/17/12,,21,2500 N Charles ST,,Perry South,1,,Firearm
,Non-fatal Shooting,12204291,10/20/12,,5,2021  Eggers ST,,Troy Hill,1,,Firearm
,Non-fatal Shooting,12205204,10/21/12,,3, East Hills DR &  Wilner DR,,East Hills,5,,Firearm
,Non-fatal Shooting,12205872,10/22/12,,20,800  Brushton AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,12205873,10/22/12,,20, Geneva ST &  Remus WY,,Central Lawrenceville,2,,Firearm
,Non-fatal Shooting,12207005,10/24/12,,12,6934  Mt Vernon ST,,Homewood West,5,,Firearm
,Non-fatal Shooting,12211189,10/29/12,,19, Hazelwood  &   ,,Hazelwood,4,,Firearm
,Non-fatal Shooting,12211822,10/31/12,,17, Paulson AV &  Carver ST,,Larimer,5,,Firearm
,Non-fatal Shooting,12212622,11/1/12,,21, Tioga ST & N Dunfermline ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,12214614,11/4/12,,22,7300  Monticello ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,12215813,11/6/12,,20,1064  Brushton AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,12220053,11/13/12,,9, Upper Perrysvile AV &   ,,Perry North,1,,Firearm
,Non-fatal Shooting,12223034,11/17/12,,21, Market ST &  Forbes AV,,Central Business District,2,,Firearm
,Non-fatal Shooting,12223423,11/18/12,,13,803 E Warrington AV,,Allentown,3,,Firearm
,Non-fatal Shooting,12224824,11/20/12,,20,1007  Woodlow ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,12225341,11/21/12,,19, Knox AV &  Mathews AV,,Knoxville,3,,Firearm
,Non-fatal Shooting,12225355,11/21/12,,19,7200  Kelly ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,12225545,11/22/12,,2,S 16th ST &  Bingham ST,,South Side Flats,3,,Firearm
,Non-fatal Shooting,12226374,11/24/12,,0,7232  Kelly ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,12226452,11/24/12,,3, Hillcrest ST & N Aiken AV,,Garfield,5,,Firearm
,Non-fatal Shooting,12227434,11/25/12,,23,121  Rhine PL,,Spring Hill,1,,Firearm
,Non-fatal Shooting,12230195,11/30/12,,21,3912  Coleman ST,,Greenfield,4,,Firearm
,Non-fatal Shooting,12230733,12/1/12,,16,1630  Sandusky CT,,Fineview,1,,Firearm
,Non-fatal Shooting,12231046,12/2/12,,2, Station Square DR &  Commerce DR,,South Shore,3,,Firearm
,Non-fatal Shooting,12231420,12/2/12,,20, EWART ST &  IOWA ST,,Upper Hill,2,,Firearm
,Non-fatal Shooting,12232705,12/4/12,,20, California AV &  Columbus AV,,Manchester,1,,Firearm
,Non-fatal Shooting,12233985,12/6/12,,20,2112  Bentley DR,,Terrace Village,2,,Firearm
,Non-fatal Shooting,12234215,12/7/12,,8,564 N Dunfermline ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,12234581,12/7/12,,20,2129  Rhine ST,,Spring Hill,1,,Firearm
,Non-fatal Shooting,12235375,12/9/12,,2, Frankstown AV &  Wheeler ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,12235743,12/9/12,,16, Sherwood AV &  Citadel ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,12236256,12/10/12,,13, Wilner DR &  Bracey DR,,East Hills,5,,Firearm
,Non-fatal Shooting,12237014,12/11/12,,19, Montezuma ST &  Saxon WY,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,12239727,12/16/12,,0,6838  Mc Pherson BL,,Point Breeze North,4,,Firearm
,Non-fatal Shooting,12239881,12/16/12,,4,249  Devilliers ST,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,12240810,12/17/12,,21,732  Clarissa ST,,Upper Hill,2,,Firearm
,Non-fatal Shooting,12241165,12/18/12,,15,6532  Winslow ST,,Larimer,5,,Firearm
,Non-fatal Shooting,12241708,12/19/12,,12,25  Enon WY,,South Side Flats,3,,Firearm
,Non-fatal Shooting,12243289,12/22/12,,2, Sandusky North ST &  Belleau ST,,Fineview,1,,Firearm
,Non-fatal Shooting,12243894,12/23/12,,5,7024  Mt Vernon ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,12244436,12/24/12,,8,432  Mt Pleasant RD,,Northview Heights,1,,Firearm
,Non-fatal Shooting,12245701,12/27/12,,14, Ibis WY &  Rochelle ST,,Knoxville,3,,Firearm
,Non-fatal Shooting,12245814,12/27/12,,18, Oak Hill DR &  Terrace ST,,Terrace Village,2,,Firearm
,Non-fatal Shooting,12246743,12/29/12,,12,E Elizabeth ST &  Orinoco ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,12247851,12/31/12,,18,418  East Ohio ST,,East Allegheny,1,,Firearm
,Non-fatal Shooting,13001742,1/3/13,,18,7200  Kelly ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,13002437,1/4/13,,21,262  Kennedy AV,,Perry South,1,,Firearm
,Non-fatal Shooting,13005638,1/10/13,,4,1147  Woods Run AV,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,13006880,1/12/13,,1,1417 N Lang AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,13007611,1/13/13,,1,1316 E Carson ST,,South Side Flats,3,,Firearm
,Non-fatal Shooting,13008053,1/13/13,,20, Chicago ST &  Mt Pleasant RD,,Northview Heights,1,,Firearm
,Non-fatal Shooting,13012965,1/21/13,,11, 38th ST &  Howley ST,,Lower Lawrenceville,2,,Firearm
,Non-fatal Shooting,13014478,1/23/13,,18,5324  Brown WY,,Garfield,5,,Firearm
,Non-fatal Shooting,13018445,1/29/13,,20, 7th ST &  Fort Duquesne Blvd RAMP,,Central Business District,2,,Firearm
,Non-fatal Shooting,13019179,1/30/13,,19,817  Mt Pleasant RD,,Northview Heights,1,,Firearm
,Non-fatal Shooting,13020245,2/1/13,,3, Parkway East EXWY &   ,,South Oakland,4,,Firearm
,Non-fatal Shooting,13020239,2/1/13,,3,1600 W CARSON ST,,South Side Flats,6,,Firearm
,Non-fatal Shooting,13020762,2/1/13,,21,711 W COMMONS ,,Allegheny Center,1,,Firearm
,Non-fatal Shooting,13020904,2/2/13,,1,4800  Friendship AV,,Bloomfield,5,,Firearm
,Non-fatal Shooting,13021838,2/3/13,,13,606 N Homewood AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,13022126,2/4/13,,1,7300  Hamilton AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,13026155,2/9/13,,21, Swindell BRDG &   ,,Perry South,1,,Firearm
,Non-fatal Shooting,13033330,2/20/13,,1, Chartiers AV &  Universal ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,13035212,2/23/13,,1, Chartiers AV &  Adon ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,13038154,2/27/13,,17,N Homewood AV &  Felicia WY,,Homewood South,5,,Firearm
,Non-fatal Shooting,13038420,2/28/13,,1,E Warrington AV &  Vincent ST,,Beltzhoover,3,,Firearm
,Non-fatal Shooting,13042431,3/6/13,,1,1525  Fifth AV,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,13046457,3/12/13,,5,525  Larimer AV,,Larimer,5,,Firearm
,Non-fatal Shooting,13047629,3/13/13,,22, Island AV &  Brighton RD,,California Kirkbride,1,,Firearm
,Non-fatal Shooting,13047989,3/14/13,,15,633  Kirkpatrick ST,,Middle Hill,2,,Firearm
,Non-fatal Shooting,13048236,3/14/13,,22,1073  Woodlow ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,13049614,3/16/13,,21,3200  Ward ST,,South Oakland,4,,Firearm
,Non-fatal Shooting,13049882,3/17/13,,3, Port Authority East Busway Parking Lot AV &   ,,Larimer,5,,Firearm
,Non-fatal Shooting,13050389,3/18/13,,2,950  Woodlow ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,13051286,3/18/13,,17,737  Mount Pleasant RD,,Northview Heights,1,,Firearm
,Non-fatal Shooting,13052095,3/20/13,,19, Jackson ST & N Highland AV,,Highland Park,5,,Firearm
,Non-fatal Shooting,13054051,3/23/13,,20, Hamilton AV & N Homewood AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,13055224,3/25/13,,20,N Homewood AV &  Race ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,13058686,3/30/13,,22, Liberty AV &  40th ST,,Bloomfield,5,,Firearm
,Non-fatal Shooting,13061759,4/4/13,,2,7232  Hamilton AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,13062828,4/5/13,,13,300  Kirk AV,,Carrick,3,,Firearm
,Non-fatal Shooting,13062842,4/5/13,,15,301  5th AV,,Central Business District,2,,Firearm
,Non-fatal Shooting,13064321,4/7/13,,16,337  Burrows ST,,Terrace Village,2,,Firearm
,Non-fatal Shooting,13064544,4/7/13,,21,1220  Faulkner ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,13064585,4/7/13,,23, Winslow ST &  Xenia WY,,Larimer,5,,Firearm
,Non-fatal Shooting,13065465,4/9/13,,1,2469  Chauncey DR,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,13066651,4/10/13,,14,1000  Brushton AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,13066668,4/10/13,,14,586  Oakwood ST,,East Hills,5,,Firearm
,Non-fatal Shooting,13067073,4/11/13,,1,7000  Apple AV,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,13068407,4/12/13,,18,500 N Beatty ST,,East Liberty,5,,Firearm
,Non-fatal Shooting,13068766,4/13/13,,4,7212  Kelly ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,13070729,4/15/13,,22,2453  Brighton RD,,Perry South,1,,Firearm
,Non-fatal Shooting,13071603,4/17/13,,3,2905  Zephyr AV,,Sheraden,6,,Firearm
,Non-fatal Shooting,13071854,4/17/13,,13,611  Mellon ST,,East Liberty,5,,Firearm
,Non-fatal Shooting,13072246,4/17/13,,23,800  Carver ST,,Central Oakland,5,,Firearm
,Non-fatal Shooting,13075104,4/21/13,,16,1030  Forbes AV,,Bluff,2,,Firearm
,Non-fatal Shooting,13075706,4/22/13,,14, Frankstown AV & N Homewood AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,13077309,4/24/13,,17,3111  Landis ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,13078735,4/26/13,,16, 10th St BYP &  7th St BRDG,,Central Business District,2,,Firearm
,Non-fatal Shooting,13078957,4/26/13,,22,5550  Centre AV,,Shadyside,4,,Firearm
,Non-fatal Shooting,13080251,4/28/13,,18,4741  Monongahela ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,13083810,5/3/13,,1, Obey AV &  Arnold ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,13084854,5/4/13,,10,5300  Hillcrest ST,,Garfield,5,,Firearm
,Non-fatal Shooting,13090447,5/11/13,,15,7300  Felicia WY,,Homewood South,5,,Firearm
,Non-fatal Shooting,13090744,5/11/13,,23,2154  White Hill DR,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,13094033,5/16/13,,16, Mullins ST &  Woodland AV,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,13094907,5/17/13,,17,2427  Bedford AV,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,13094989,5/17/13,,18,1707  Brighton PL,,California Kirkbride,1,,Firearm
,Non-fatal Shooting,13096552,5/19/13,,19,N Murtland ST &  Mt Vernon ST,,Homewood West,5,,Firearm
,Non-fatal Shooting,13097557,5/21/13,,3,6900  Hamilton AV,,Homewood West,5,,Firearm
,Non-fatal Shooting,13098087,5/21/13,,19,2340  East Hills DR,,East Hills,5,,Firearm
,Non-fatal Shooting,13099371,5/23/13,,15, Croft ST &  Lookout ST,,Troy Hill,1,,Firearm
,Non-fatal Shooting,13099683,5/23/13,,22,4337  Bristol ST,,Greenfield,4,,Firearm
,Non-fatal Shooting,13101020,5/25/13,,19,2404  Webster AV,,Middle Hill,2,,Firearm
,Non-fatal Shooting,13105438,5/31/13,,20,2029  De Ruad ST,,West Oakland,4,,Firearm
,Non-fatal Shooting,13107129,6/2/13,,21,907 N Braddock AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,13107167,6/2/13,,23, Robinson ST &  Terrace ST,,West Oakland,4,,Firearm
,Non-fatal Shooting,13108715,6/4/13,,18,1587  Crucible ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,13110650,6/7/13,,2,2411  Bedford AV,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,13111966,6/8/13,,19,6700  Deary ST,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,13112324,6/9/13,,3, Manhattan ST & N Franklin ST,,Manchester,1,,Firearm
,Non-fatal Shooting,13113582,6/11/13,,0,109  Rhine PL,,Spring Hill,1,,Firearm
,Non-fatal Shooting,13114961,6/12/13,,21,1240  Superior AV,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,13116990,6/15/13,,15, Paulson AV &  Navarro ST,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,13117241,6/15/13,,22, Penn AV & S Winebiddle ST,,Bloomfield,5,,Firearm
,Non-fatal Shooting,13118309,6/17/13,,12,341  Arabella ST,,Knoxville,3,,Firearm
,Non-fatal Shooting,13118775,6/18/13,,0,7320  Kelly ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,13118822,6/18/13,,1,315  Michigan ST,,Beltzhoover,3,,Firearm
,Non-fatal Shooting,13119469,6/18/13,,21,374  Penfort ST,,Northview Heights,1,,Firearm
,Non-fatal Shooting,13119918,6/19/13,,13,97 E Amanda AV,,Knoxville,3,,Firearm
,Non-fatal Shooting,13120382,6/20/13,,0,329 E Warrington AV,,Beltzhoover,3,,Firearm
,Non-fatal Shooting,13121198,6/21/13,,1, Colby ST &  Ames ST,,Summer Hill,1,,Firearm
,Non-fatal Shooting,13121279,6/21/13,,3,5530  Stanton AV,,East Liberty,5,,Firearm
,Non-fatal Shooting,13126881,6/28/13,,15,1714  Brighton PL,,California Kirkbride,1,,Firearm
,Non-fatal Shooting,13129431,7/2/13,,1,945  Rosselle CT,,Glen Hazel,4,,Firearm
,Non-fatal Shooting,13129791,7/2/13,,15,308  Knox AV,,Allentown,3,,Firearm
,Non-fatal Shooting,13131698,7/4/13,,22,2636 N Charles ST,,Perry South,1,,Firearm
,Non-fatal Shooting,13133343,7/7/13,,2,2447  Bedford AV,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,13134614,7/9/13,,1,925 N St Clair ST,,Highland Park,5,,Firearm
,Non-fatal Shooting,13136165,7/11/13,,3,N Mathilda ST &  Stieb WY,,Garfield,5,,Firearm
,Non-fatal Shooting,13136467,7/11/13,,15, Angora WY &  Rod WY,,Homewood North,5,,Firearm
,Non-fatal Shooting,13143789,7/21/13,,2, Stanley ST &  Connor ST,,Greenfield,4,,Firearm
,Non-fatal Shooting,13144207,7/21/13,,4,6900  Chaucer ST,,Homewood West,5,,Firearm
,Non-fatal Shooting,13145225,7/23/13,,3,300  Penfort ST,,Northview Heights,1,,Firearm
,Non-fatal Shooting,13147343,7/25/13,,22,346  Penfort ST,,Northview Heights,1,,Firearm
,Non-fatal Shooting,13147708,7/26/13,,12, Felicia WY &  Bennett PL,,Homewood South,5,,Firearm
,Non-fatal Shooting,13148564,7/27/13,,14,7000  Apple AV,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,13151922,8/1/13,,3,129  Rhine PL,,Spring Hill,1,,Firearm
,Non-fatal Shooting,13155948,8/2/13,,0,2115  Rhine ST,,Spring Hill,1,,Firearm
,Non-fatal Shooting,13154026,8/3/13,,21, Shetland ST &  Larimer AV,,Larimer,5,,Firearm
,Non-fatal Shooting,13154314,8/4/13,,5, Superior AV &  Bartold ST,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,13155508,8/5/13,,21,1030 N Lang AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,13160471,8/12/13,,10,219  Burrows ST,,Terrace Village,2,,Firearm
,Non-fatal Shooting,13160641,8/12/13,,15,1600  Saturn WY,,Central North Side,1,,Firearm
,Non-fatal Shooting,13162625,8/14/13,,20,418  Alice ST,,Knoxville,3,,Firearm
,Non-fatal Shooting,13164304,8/17/13,,0, Arch ST &  Jacksonia ST,,Central North Side,1,,Firearm
,Non-fatal Shooting,13164817,8/17/13,,18,7045  Monticello ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,13164844,8/17/13,,20,6501  5th AV,,Shadyside,4,,Firearm
,Non-fatal Shooting,13164972,8/17/13,,23,7319  Susquehanna ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,13165627,8/18/13,,23,6426  Apple AV,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,13166783,8/20/13,,17,2303  East Hills DR,,East Hills,5,,Firearm
,Non-fatal Shooting,13167408,8/21/13,,14,2243  Somers DR,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,13169142,8/23/13,,20,2071  Bentley DR,,Terrace Village,2,,Firearm
,Non-fatal Shooting,13169254,8/23/13,,23, Shetland ST &  Paulson AV,,Larimer,5,,Firearm
,Non-fatal Shooting,13169427,8/24/13,,2,1846  Cliff ST,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,13169893,8/24/13,,19,2244  Bedford AV,,South Oakland,4,,Firearm
,Non-fatal Shooting,13170077,8/25/13,,0,3027  Zephyr AV,,Sheraden,6,,Firearm
,Non-fatal Shooting,13170163,8/25/13,,1,105  Oakhill DR,,Terrace Village,2,,Firearm
,Non-fatal Shooting,13171494,8/27/13,,0,7101  Frankstown AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,13171537,8/27/13,,1,8000  Bennett ST,,East Hills,5,,Firearm
,Non-fatal Shooting,13173705,8/29/13,,20,408  Charles ST,,Knoxville,3,,Firearm
,Non-fatal Shooting,13173895,8/30/13,,3,574  WEST GENERAL ROBINSON ST,,North Shore,1,,Firearm
,Non-fatal Shooting,13174226,8/30/13,,14, Apple AV &  Paulson AV,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,13174475,8/30/13,,21, Baxter ST &  Brushton AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,13175319,8/31/13,,20,2104  Bentley DR,,Terrace Village,2,,Firearm
,Non-fatal Shooting,13175127,8/31/13,,22,138  Orchard PL,,Knoxville,3,,Firearm
,Non-fatal Shooting,13175604,9/1/13,,2,S 18th ST &  Gregory ST,,South Side Slopes,3,,Firearm
,Non-fatal Shooting,13176039,9/1/13,,18,1701  Belleau DR,,Fineview,1,,Firearm
,Non-fatal Shooting,13177934,9/4/13,,11, Bennett ST & N Murtland ST,,Homewood West,5,,Firearm
,Non-fatal Shooting,13180225,9/7/13,,9,512  Jacksonia ST,,Central North Side,1,,Firearm
,Non-fatal Shooting,13180785,9/8/13,,1,2034  BROWNSVILLE RD,,Carrick,3,,Firearm
,Non-fatal Shooting,13180826,9/8/13,,2,5127  Coral ST,,Bloomfield,5,,Firearm
,Non-fatal Shooting,13181301,9/8/13,,18,1  Bailey WY,,Allentown,3,,Firearm
,Non-fatal Shooting,13182076,9/9/13,,19, Waldorf ST &  Franklin RD,,Perry North,1,,Firearm
,Non-fatal Shooting,13183003,9/11/13,,1,2500  Spring Garden AV,,Spring Garden,1,,Firearm
,Non-fatal Shooting,13183720,9/11/13,,23,1600 E Carson ST,,South Side Flats,3,,Firearm
,Non-fatal Shooting,13184472,9/13/13,,1,2340  East Hills DR,,East Hills,5,,Firearm
,Non-fatal Shooting,13185235,9/14/13,,1,614 N Braddock AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,13187441,9/16/13,,23,2407  Wylie AV,,Middle Hill,2,,Firearm
,Non-fatal Shooting,13188088,9/17/13,,20, Ashlyn ST &  Motor ST,,Sheraden,6,,Firearm
