VICTIM_ID,TYPE,CCR,DATE,TIME,HOUR,LOCATION,bing_type,bing_confidence,bing_latitude,combined_latitude,hand_latitude,bing_longitude,combined_longitude,hand_longitude,,mapquest_type,mapquest_class,mapquest_latitude,mapquest_longitude,CENSUS_TRACT,NEIGHBORHOOD,ZONE,WEAPON,,MOTIVE,VICTIM_RACE,VICTIM_SEX,VICTIM_AGE,ACTOR_CT.
,Aggravated Assaults with a Firearm,15054691,3/30/15,,12,5051 Columbo ST,Address,High,40.47083057,40.47083057,,-79.94009547,-79.94009547,,,residential,highway,40.4717165,-79.9433362,,Stanton Hgts,5,,,,,,,
,Aggravated Assaults with a Firearm,15055039,3/30/15,,21,505 53rd ST,Address,High,40.48094518,40.48094518,,-79.95076463,-79.95076463,,,house,place,40.48101767,-79.950791,,Upper Lawrenceville,2,,,,,,,
,Aggravated Assaults with a Firearm,15051817,3/25/15,,20,314 Moore AV,Address,High,40.41152191,40.41152191,,-79.9936142,-79.9936142,,,house,place,40.41171044,-79.99379758,,Knoxville,3,,,,,,,
,Aggravated Assaults with a Firearm,15051224,3/24/15,,21,815 Brushton AV,Address,High,40.45482919,40.45482919,,-79.88843679,-79.88843679,,,house,place,40.45483946,-79.8884768,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,15050447,3/22/15,,22,821 N Braddock AV,Address,High,40.45579529,40.45579529,,-79.89040375,-79.89040375,,,house,place,40.455668,-79.89024614,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,15049326,3/21/15,,23,318 Moore AV,Address,High,40.41157532,40.41157532,,-79.99378204,-79.99378204,,,house,place,40.41178035,-79.99401478,,Knoxville,3,,,,,,,
,Aggravated Assaults with a Firearm,15047934,3/19/15,,19,43 Ruth ST,Address,High,40.42539978,40.42539978,,-80.00485229,-80.00485229,,,house,place,40.425377,-80.004984,,Mount Washington,3,,,,,,,
,Aggravated Assaults with a Firearm,15047211,3/18/15,,16,River AV & Heinz ST,RoadIntersection,High,40.45371003,40.45371003,,-79.99070004,-79.99070004,,,,,,,,North Shore,1,,,,,,,
,Aggravated Assaults with a Firearm,15047350,3/18/15,,20,825 N Braddock AV,Address,High,40.45590973,40.45590973,,-79.8903656,-79.8903656,,,house,place,40.455678,-79.89024224,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,15047387,3/18/15,,22,7217 Frankstown AV,Address,High,40.457443,40.457443,,-79.89537,-79.89537,,,house,place,40.45737245,-79.89581041,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,15046191,3/17/15,,1,2409 Wylie AV,Address,High,40.4475785,40.4475785,,-79.97304507,-79.97304507,,,house,place,40.44761833,-79.97306133,,Middle Hill,2,,,,,,,
,Aggravated Assaults with a Firearm,15046781,3/17/15,,20,239 Climax ST,Address,High,40.42004013,40.42004013,,-80.00272369,-80.00272369,,,house,place,40.41967622,-80.00360285,,Beltzhoover,3,,,,,,,
,Aggravated Assaults with a Firearm,15044958,3/15/15,,2,1452 Geyer AV,Address,High,40.472961,40.472961,,-80.03392,-80.03392,,,house,place,40.47293597,-80.03414191,,Marshall Shadeland,1,,,,,,,
,Non-fatal Shooting,15044598,3/14/15,,20,315 Ella ST,Address,High,40.4625473,40.4625473,,-79.95204926,-79.95204926,,,house,place,40.46259875,-79.95214933,,Bloomfield,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15043264,3/13/15,,0,991 Woodlow ST,Address,High,40.4449439,40.4449439,,-80.05286559,-80.05286559,,,house,place,40.44523342,-80.05266442,,Crafton Heights,6,,,,,,,
,Aggravated Assaults with a Firearm,15043550,3/13/15,,11,38 Elmore ST,Address,High,40.42825453,40.42825453,,-79.86194931,-79.86194931,,,residential,highway,40.4436662,-79.9765235,,Middle Hill,2,,,,,,,
,Aggravated Assaults with a Firearm,15042864,3/12/15,,12,2330 East Hills DR,Address,High,40.45534283,40.45534283,,-79.87091795,-79.87091795,,,house,place,40.455563,-79.870812,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,15041076,3/9/15,,17,Chauncey ST & Webster AV,RoadIntersection,High,40.44892967,40.44892967,,-79.97416019,-79.97416019,,,,,,,,Middle Hill,2,,,,,,,
,Non-fatal Shooting,15040171,3/8/15,,5,6886 Forward AV,Address,High,40.42761683,40.42761683,,-79.90582891,-79.90582891,,,house,place,40.4274174,-79.90641571,,Squirrel Hill South,4,,Firearm,,,,,
,Non-fatal Shooting,15040156,3/8/15,,5,7721 Frankstown AV,Address,High,40.455585,40.455585,,-79.887023,-79.887023,,,house,place,40.45542716,-79.88727493,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,15039938,3/7/15,,20,1223 Berry ST,Address,High,40.4509964,40.4509964,,-80.05818939,-80.05818939,,,house,place,40.45086037,-80.05910714,,Crafton Heights,6,,Firearm,,,,,
,Non-fatal Shooting,15039528,3/6/15,,21,Durango WY & Cassina WY,,,,40.451094,40.451094,,-79.89081,-79.89081,,,,,,,Homewood South,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15038605,3/5/15,,21,100 Standard AV,Address,High,40.457607,40.457607,,-79.877853,-79.877853,,,house,place,40.457613,-79.877997,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,15038028,3/4/15,,23,224 Millbridge ST,Address,High,40.42002869,40.42002869,,-79.99603271,-79.99603271,,,house,place,40.42020812,-79.99588916,,Allentown,3,,,,,,,
,Aggravated Assaults with a Firearm,15038034,3/4/15,,23,221 Millbridge ST,Address,High,40.42007065,40.42007065,,-79.99555206,-79.99555206,,,house,place,40.42022074,-79.99567444,,Allentown,3,,,,,,,
,Non-fatal Shooting,15035562,3/1/15,,1,108 19th ST,Address,High,40.4945118,40.4945118,,-79.91785794,-79.91785794,,,house,place,40.4510147,-79.98509088,,Strip District,2,,Firearm,,,,,
,Non-fatal Shooting,15035758,3/1/15,,11,Millbridge ST & Industry ST,RoadIntersection,High,40.4208,40.4208,,-79.99580026,-79.99580026,,,,,,,,Allentown,3,,Firearm,,,,,
,Non-fatal Shooting,15036012,3/1/15,,20,Jucunda ST & Knox AV,RoadIntersection,High,40.41733995,40.41733995,,-79.99070004,-79.99070004,,,,,,,,Knoxville,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15033559,2/25/15,,19,Ossipee ST & Bryn Mawr RD,RoadIntersection,High,40.45252359,40.45252359,,-79.96328724,-79.96328724,,,,,,,,Upper Hill,2,,,,,,,
,Aggravated Assaults with a Firearm,15031446,2/22/15,,5,6435 Shetland ST,RoadBlock,Medium,40.4634819,40.4634819,,-79.9091568,-79.9091568,,,house,place,40.46368762,-79.90928324,,Bloomfield,5,,,,,,,
,Aggravated Assaults with a Firearm,15031217,2/21/15,,22,223 Climax ST,Address,High,40.41986465,40.41986465,,-80.00341797,-80.00341797,,,house,place,40.41960992,-80.00386689,,Beltzhoover,3,,,,,,,
,Aggravated Assaults with a Firearm,15030220,2/20/15,,11,1329 Hodgkiss,Address,High,40.46661377,40.46661377,,-80.03037262,-80.03037262,,,house,place,40.46685063,-80.0297683,,Marshall Shadeland,1,,,,,,,
,Non-fatal Shooting,15030000,2/19/15,,11,Wilson AV & Drum ST,RoadIntersection,High,40.46475001,40.46475001,,-80.01268007,-80.01268007,,,,,,,,Perry South,1,,Firearm,,,,,
,Non-fatal Shooting,15028317,2/16/15,,23,7232 Hamilton AV,Address,High,40.45420456,40.45420456,,-79.89631653,-79.89631653,,,house,place,40.45434982,-79.89668334,,Homewood South,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15028305,2/16/15,,23,1624 Bedford AV,Address,High,40.44458717,40.44458717,,-79.98679675,-79.98679675,,,house,place,40.44456108,-79.98678915,,Crawford Roberts,2,,,,,,,
,Aggravated Assaults with a Firearm,15027519,2/15/15,,16,5113 Blair ST,Address,High,40.40613937,40.40613937,,-79.94611359,-79.94611359,,,house,place,40.40621619,-79.94624603,,Hazelwood,4,,,,,,,
,Aggravated Assaults with a Firearm,15026008,2/13/15,,0,820 Bryn Mawr RD,Address,High,40.45206833,40.45206833,,-79.95959473,-79.95959473,,,house,place,40.45229815,-79.95997882,,Upper Hill,2,,,,,,,
,Aggravated Assaults with a Firearm,15024088,2/9/15,,20,2110 Arlington AV,Address,High,40.41753006,40.41753006,,-79.97683716,-79.97683716,,,house,place,40.41768488,-79.976914,,Arlington,3,,,,,,,
,Non-fatal Shooting,15023387,2/8/15,,17,7107 Kedron ST,Address,High,40.46151352,40.46151352,,-79.89717102,-79.89717102,,,house,place,40.46141526,-79.89721827,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,15023504,2/8/15,,23,125 S 17th ST,Address,High,40.42759323,40.42759323,,-79.981987,-79.981987,,,house,place,40.427555,-79.982069,,South Side Flats,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15023525,2/8/15,,23,1040 Brushton AV,Address,High,40.45767635,40.45767635,,-79.88822356,-79.88822356,,,house,place,40.457615,-79.888117,,Homewood North,5,,,,,,,
,Non-fatal Shooting,15022533,2/7/15,,3,Forbes AV & Moultrie ST,RoadIntersection,High,40.4371997,40.4371997,,-79.97448005,-79.97448005,,,,,,,,Bluff,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15022398,2/6/15,,22,2927 Shadeland AV,Address,High,40.47135925,40.47135925,,-80.03108978,-80.03108978,,,house,place,40.47090802,-80.03078272,,Marshall Shadeland,1,,,,,,,
,Aggravated Assaults with a Firearm,16023172,2/6/15,,21,508 Shadyhill RD,Address,High,40.43200158,40.43200158,,-80.04985683,-80.04985683,,,house,place,40.43213241,-80.04947763,,Westwood,6,,,,,,,
,Non-fatal Shooting,15020697,2/4/15,,2,5019 Glenwood AV,Address,High,40.408664,40.408664,,-79.93975,-79.93975,,,house,place,40.408551,-79.939949,,Hazelwood,4,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15020689,2/4/15,,2,97 S 23rd ST,Address,High,40.42791367,40.42791367,,-79.97286224,-79.97286224,,,residential,highway,40.4534993,-79.9822898,,South Side Flats,3,,,,,,,
,Aggravated Assaults with a Firearm,15021076,2/4/15,,17,2546 Library RD,Address,High,40.3816203,40.3816203,,-79.9978555,-79.9978555,,,house,place,40.38168944,-79.99775315,,Overbrook,3,,,,,,,
,Non-fatal Shooting,15020048,2/3/15,,0,N Lang AV & Frankstown AV,RoadIntersection,High,40.45790032,40.45790032,,-79.89854001,-79.89854001,,,,,,,,Homewood North,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15020437,2/3/15,,17,800 E Carson ST,Address,High,40.42808151,40.42808151,,-79.9908905,-79.9908905,,,house,place,40.428569,-79.990857,,South Side Flats,3,,,,,,,
,Aggravated Assaults with a Firearm,15019456,2/2/15,,1,570 Oakwood ST,Address,High,40.4509964,40.4509964,,-79.88424683,-79.88424683,,,house,place,40.45118926,-79.88449261,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,15019018,2/1/15,,2,Hamilton AV & Putnam ST,RoadIntersection,High,40.45881025,40.45881025,,-79.91311982,-79.91311982,,,,,,,,Larimer,5,,,,,,,
,Aggravated Assaults with a Firearm,15019254,2/1/15,,16,18 Cambria CT,Address,High,40.46155483,40.46155483,,-79.9197489,-79.9197489,,,footway,highway,40.4618753,-79.9193293,,East Liberty,5,,,,,,,
,Aggravated Assaults with a Firearm,15018242,1/30/15,,22,2955 Glen Mawr ST,Address,High,40.4563446,40.4563446,,-80.05266571,-80.05266571,,,,,,,,Sheraden,6,,,,,,,
,Aggravated Assaults with a Firearm,15017548,1/29/15,,19,2204 Arlington AV,Address,High,40.41693115,40.41693115,,-79.9757309,-79.9757309,,,house,place,40.41705547,-79.97578645,,Arlington,3,,,,,,,
,Non-fatal Shooting,15015879,1/26/15,,21,8630 Bricelyn ST,Address,High,40.45881629,40.45881629,,-79.87371147,-79.87371147,,,house,place,40.45875171,-79.87367544,,East Hills,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15016103,1/26/15,,10,530 Courtland ST,Address,High,40.40454483,40.40454483,,-79.94406128,-79.94406128,,,house,place,40.405133,-79.944539,,Hazelwood,4,,,,,,,
,Non-fatal Shooting,15014544,1/24/15,,15,Bennett ST & Tyson WY,RoadIntersection,High,40.45409024,40.45409024,,-79.88502972,-79.88502972,,,,,,,,East Hills,5,,Firearm,,,,,
,Non-fatal Shooting,15013537,1/23/15,,1,6833 Mc Pherson BL,Address,High,40.45455933,40.45455933,,-79.90654755,-79.90654755,,,,,,,,Point Breeze North,4,,Firearm,,,,,
,Non-fatal Shooting,15013619,1/23/15,,3,7101 Frankstown AV,Address,High,40.458095,40.458095,,-79.898277,-79.898277,,,house,place,40.457949,-79.898342,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,15013929,1/23/15,,17,1027 Wheeler ST,Address,High,40.45727539,40.45727539,,-79.88462067,-79.88462067,,,house,place,40.45816315,-79.88476124,,Homewood North,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15013913,1/23/15,,16,7152 Monticello ST,Address,High,40.45938873,40.45938873,,-79.89584351,-79.89584351,,,house,place,40.45968178,-79.8965589,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,15013952,1/23/15,,17,3686 Chartiers AV,Address,High,40.458087,40.458087,,-80.072326,-80.072326,,,house,place,40.45816131,-80.07049752,,Chartiers City,6,,,,,,,
,Aggravated Assaults with a Firearm,15012279,1/20/15,,19,6123 St Marie ST,Address,High,40.46831869,40.46831869,,-79.91884567,-79.91884567,,,house,place,40.4683479,-79.9181611,,East Liberty,5,,,,,,,
,Non-fatal Shooting,15012087,1/18/15,,22,7047 Monticello ST,Address,High,40.46008682,40.46008682,,-79.89847565,-79.89847565,,,house,place,40.46015227,-79.89913126,,Homewood North,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15010712,1/18/15,,3,257 Dunseith ST,Address,High,40.44238663,40.44238663,,-79.96524811,-79.96524811,,,house,place,40.44199143,-79.96512273,,West Oakland,4,,,,,,,
,Aggravated Assaults with a Firearm,15010828,1/18/15,,2,500 Sickles ST,Address,High,40.44947052,40.44947052,,-79.88132477,-79.88132477,,,house,place,40.449518,-79.881546,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,15011017,1/18/15,,20,301 Robinson ST,Address,High,40.44296041,40.44296041,,-79.9658715,-79.9658715,,,house,place,40.443961,-79.966607,,West Oakland,4,,,,,,,
,Aggravated Assaults with a Firearm,15011074,1/18/15,,22,932 N Murtland ST,Address,High,40.45909993,40.45909993,,-79.9008105,-79.9008105,,,house,place,40.45909902,-79.9007663,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,15010296,1/17/15,,17,7502 Kelly ST,Address,High,40.45423126,40.45423126,,-79.89256287,-79.89256287,,,house,place,40.45440851,-79.89247289,,Homewood South,5,,,,,,,
,Non-fatal Shooting,15009526,1/16/15,,14,Climax ST & Gearing AV,RoadIntersection,High,40.41915983,40.41915983,,-80.00547968,-80.00547968,,,,,,,,Beltzhoover,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15009162,1/16/15,,0,Frankstown AV & Standard AV,RoadIntersection,High,40.45708023,40.45708023,,-79.87768985,-79.87768985,,,,,,,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,15009207,1/16/15,,0,7452 Monticello ST,Address,High,40.458133,40.458133,,-79.8896914,-79.8896914,,,house,place,40.45811727,-79.88968082,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,15009731,1/16/15,,20,Allendale ST & Sutherland ST,RoadIntersection,High,40.45491032,40.45491032,,-80.06050989,-80.06050989,,,,,,,,Sheraden,6,,,,,,,
,Non-fatal Shooting,15008593,1/15/15,,0,Charles ST & Knox AV,RoadIntersection,High,40.41658022,40.41658022,,-79.9906598,-79.9906598,,,,,,,,Knoxville,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15010109,1/15/15,,18,6516 Dean ST,Address,High,40.46748734,40.46748734,,-79.90328217,-79.90328217,,,house,place,40.4674299,-79.9033614,,Lincoln Lemington Belmar,5,,,,,,,
,Aggravated Assaults with a Firearm,15006288,1/11/15,,0,1634 Bedford AV,Address,High,40.444686,40.444686,,-79.986335,-79.986335,,,house,place,40.44469197,-79.98647843,,Crawford Roberts,2,,,,,,,
,Aggravated Assaults with a Firearm,15005741,1/10/15,,2,1242 Dickson ST,Address,High,40.47018814,40.47018814,,-80.02923584,-80.02923584,,,house,place,40.47005473,-80.029269,,Marshall Shadeland,1,,,,,,,
,Aggravated Assaults with a Firearm,15005093,1/9/15,,0,3706 Mintwood ST,Address,High,40.46337509,40.46337509,,-79.96180725,-79.96180725,,,house,place,40.463479,-79.961896,,Lower Lawrenceville,2,,,,,,,
,Aggravated Assaults with a Firearm,15004430,1/8/15,,2,7549 HAMILTON AV,Address,High,40.453422,40.453422,,-79.891395,-79.891395,,,house,place,40.45336928,-79.89163029,,Homewood South,5,,,,,,,
,Non-fatal Shooting,15003068,1/5/15,,19,233 Burrows ST,Address,High,40.43880567,40.43880567,,-79.96891849,-79.96891849,,,residential,highway,40.4408478,-79.9710864,,Terrace Village,2,,Firearm,,,,,
,Non-fatal Shooting,15002005,1/4/15,,1,1201 Western AV,Address,High,40.45092456,40.45092456,,-80.02185188,-80.02185188,,,house,place,40.45077487,-80.02245206,,West Oakland,4,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15002136,1/4/15,,4,3072 Terrace ST,Address,High,40.44008106,40.44008106,,-79.96832907,-79.96832907,,,residential,highway,40.4402402,-79.9685022,,Terrace Village,2,,,,,,,
,Aggravated Assaults with a Firearm,15002372,1/4/15,,18,Terrace ST & Whitridge ST,RoadIntersection,High,40.44001822,40.44001822,,-79.96759689,-79.96759689,,,,,,,,West Oakland,4,,,,,,,
,Aggravated Assaults with a Firearm,15002485,1/4/15,,22,1274 Spring Garden AV,Address,High,40.460861,40.460861,,-79.988914,-79.988914,,,tertiary,highway,40.4764516,-79.9895694,,Spring Garden,1,,,,,,,
,Aggravated Assaults with a Firearm,15001522,1/3/15,,10,Glen Mawr ST & Minton ST,RoadIntersection,High,40.45668997,40.45668997,,-80.05271003,-80.05271003,,,,,,,,Sheraden,6,,,,,,,
,Aggravated Assaults with a Firearm,15001576,1/3/15,,12,405 Kingsboro ST,Address,High,40.42195511,40.42195511,,-80.0003891,-80.0003891,,,house,place,40.42183961,-80.00044501,,Mount Washington,3,,,,,,,
,Aggravated Assaults with a Firearm,15001760,1/3/15,,18,3907 Howley ST,Address,High,40.46345901,40.46345901,,-79.95928955,-79.95928955,,,house,place,40.46335002,-79.95933671,,Lower Lawrenceville,2,,,,,,,
,Aggravated Assaults with a Firearm,15000913,1/2/15,,13,225 Moore AV,Address,High,40.41172409,40.41172409,,-79.99191284,-79.99191284,,,house,place,40.41151656,-79.99135061,,Knoxville,3,,,,,,,
,Aggravated Assaults with a Firearm,15001008,1/2/15,,14,727 Johnston AV,Address,High,40.40595733,40.40595733,,-79.9333524,-79.9333524,,,house,place,40.40581864,-79.93362707,,Glen Hazel,4,,,,,,,
,Non-fatal Shooting,15000023,1/1/15,,0,2288 Wilner DR,Address,High,40.45434706,40.45434706,,-79.86967742,-79.86967742,,,house,place,40.45431133,-79.86945817,,East Hills,5,,Firearm,,,,,
,Non-fatal Shooting,15000050,1/1/15,,0,Hillcrest ST & N Aiken AV,RoadIntersection,High,40.46768032,40.46768032,,-79.93463986,-79.93463986,,,,,,,,Garfield,5,,Firearm,,,,,
,Non-fatal Shooting,15000269,1/1/15,,7,1718 Belleau DR,Address,High,40.46102375,40.46102375,,-80.00720099,-80.00720099,,,house,place,40.46085446,-80.00731714,,Fineview,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,15000017,1/1/15,,0,580 Oakwood ST,Address,High,40.45137787,40.45137787,,-79.88419342,-79.88419342,,,house,place,40.4513819,-79.88454509,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,15000320,1/1/15,,0,1212 Nolan CT,Address,High,40.45962095,40.45962095,,-79.88688916,-79.88688916,,,,,,,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,14253689,12/31/14,,20,1229 Mohler ST,Address,High,40.45929171,40.45929171,,-79.88771662,-79.88771662,,,house,place,40.4594805,-79.887016,,Homewood North,5,,,,,,,
,Non-fatal Shooting,14252736,12/30/14,,2,17 Industry ST,Address,High,40.41949081,40.41949081,,-80.00804138,-80.00804138,,,residential,highway,40.4206409,-79.9993629,,Beltzhoover,3,,Firearm,,,,,
,Non-fatal Shooting,14252925,12/30/14,,10,Bausman ST & Knox AV,RoadIntersection,High,40.41436002,40.41436002,,-79.99058001,-79.99058001,,,,,,,,Knoxville,3,,Firearm,,,,,
,Non-fatal Shooting,14253226,12/30/14,,23,7700 Tioga ST,Address,High,40.45114182,40.45114182,,-79.88992408,-79.88992408,,,house,place,40.451121,-79.889952,,Homewood South,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,14252851,12/30/14,,10,4709 Corday WY,Address,High,40.46224976,40.46224976,,-79.94933319,-79.94933319,,,service,highway,40.458509,-79.9420928,,Bloomfield,5,,,,,,,
,Aggravated Assaults with a Firearm,14252468,12/29/14,,0,1400 W north AV,Address,High,40.45220934,40.45220934,,-80.02590939,-80.02590939,,,house,place,40.452257,-80.025909,,Manchester,1,,,,,,,
,Aggravated Assaults with a Firearm,14252691,12/29/14,,23,6532 Stanton AV,Address,High,40.47118664,40.47118664,,-79.9113898,-79.9113898,,,house,place,40.47196426,-79.91122403,,Highland Park,5,,,,,,,
,Non-fatal Shooting,14251276,12/27/14,,3,Baum BL & S Aiken AV,RoadIntersection,High,40.45694008,40.45694008,,-79.93858002,-79.93858002,,,,,,,,Bloomfield,5,,Firearm,,,,,
,Non-fatal Shooting,14251395,12/27/14,,11,3022 Shadeland AV,Address,High,40.472381,40.472381,,-80.03083,-80.03083,,,house,place,40.47243947,-80.0310632,,Marshall Shadeland,1,,Firearm,,,,,
,Non-fatal Shooting,14249950,12/24/14,,0,Karl ST & Sickles ST,RoadIntersection,High,40.45038858,40.45038858,,-79.88194276,-79.88194276,,,,,,,,East Hills,5,,Firearm,,,,,
,Non-fatal Shooting,14250191,12/24/14,,16,Frankstown AV & N Braddock AV,RoadIntersection,High,40.45595974,40.45595974,,-79.89003003,-79.89003003,,,,,,,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,14250248,12/24/14,,18,2912 White ST,Address,High,40.45334244,40.45334244,,-79.96776581,-79.96776581,,,residential,highway,40.4535617,-79.9677299,,Bedford Dwellings,2,,Firearm,,,,,
,Non-fatal Shooting,14250274,12/24/14,,20,E Warrington AV & Craighead ST,RoadIntersection,High,40.42144977,40.42144977,,-79.99821022,-79.99821022,,,,,,,,Mount Washington,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,14250278,12/24/14,,20,47 Bracey CT,Address,High,40.45524292,40.45524292,,-79.86664452,-79.86664452,,,,,,,,Homewood North,5,,,,,,,
,Non-fatal Shooting,14249853,12/23/14,,19,6542 Frankstown AV,Address,High,40.459838,40.459838,,-79.912773,-79.912773,,,house,place,40.4598552,-79.9127486,,Larimer,5,,Firearm,,,,,
,Non-fatal Shooting,14249004,12/22/14,,6,21 Allen ST,Address,High,40.42340088,40.42340088,,-79.9940033,-79.9940033,,,house,place,40.423437,-79.9938778,,Allentown,3,,Firearm,,,,,
,Non-fatal Shooting,14248863,12/21/14,,20,7125 Churchland ST,Address,High,40.47092056,40.47092056,,-79.89587402,-79.89587402,,,house,place,40.47087256,-79.89612472,,Lincoln Lemington Belmar,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,14248920,12/21/14,,23,1309 Pitt ST,Address,High,40.447441,40.447441,,-79.88581,-79.88581,,,,,,,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,14247877,12/20/14,,3,Forbes AV & S Braddock AV,RoadIntersection,High,40.43970019,40.43970019,,-79.89766024,-79.89766024,,,,,,,,Point Breeze,4,,,,,,,
,Aggravated Assaults with a Firearm,14247540,12/19/14,,16,2100 Centre AV,Address,High,40.44447586,40.44447586,,-79.97845575,-79.97845575,,,primary,highway,40.4612076,-79.9223654,,Central Business District,2,,,,,,,
,Non-fatal Shooting,14246975,12/18/14,,19,Bedford AV & Chauncey DR,RoadIntersection,High,40.45079984,40.45079984,,-79.97225985,-79.97225985,,,,,,,,Bedford Dwellings,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,14246558,12/18/14,,2,1411 Evandale RD,Address,High,40.46976471,40.46976471,,-80.03245544,-80.03245544,,,house,place,40.46991854,-80.03213686,,Marshall Shadeland,1,,,,,,,
,Aggravated Assaults with a Firearm,14246018,12/17/14,,6,3067 Terrace ST,Address,High,40.44020981,40.44020981,,-79.96835925,-79.96835925,,,house,place,40.44022836,-79.96829603,,Terrace Village,2,,,,,,,
,Aggravated Assaults with a Firearm,14246463,12/17/14,,22,7046 Monticello ST,Address,High,40.45977402,40.45977402,,-79.8986969,-79.8986969,,,house,place,40.45999366,-79.8992048,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,14246502,12/17/14,,23,157 Davenport ST,Address,High,40.44529343,40.44529343,,-79.98086548,-79.98086548,,,house,place,40.44532147,-79.98071656,,Middle Hill,2,,,,,,,
,Non-fatal Shooting,14245627,12/16/14,,15,1124 Buente ST,Address,High,40.46647869,40.46647869,,-79.99470457,-79.99470457,,,residential,highway,40.465805,-79.9918117,,Spring Hill,1,,Firearm,,,,,
,Non-fatal Shooting,14245873,12/16/14,,22,1504 Lincoln AV,Address,High,40.46863174,40.46863174,,-79.89564514,-79.89564514,,,house,place,40.4688439,-79.89573695,,Lincoln Lemington Belmar,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,14244922,12/15/14,,11,38 Elmore ST,Address,High,40.42825453,40.42825453,,-79.86194931,-79.86194931,,,residential,highway,40.4436662,-79.9765235,,Middle Hill,2,,,,,,,
,Aggravated Assaults with a Firearm,14244631,12/14/14,,20,169 Robinson ST,Address,High,40.4397049,40.4397049,,-79.96582794,-79.96582794,,,house,place,40.43977811,-79.96561743,,West Oakland,4,,,,,,,
,Non-fatal Shooting,14243744,12/13/14,,8,Frankstown AV & N Braddock AV,RoadIntersection,High,40.45595974,40.45595974,,-79.89003003,-79.89003003,,,,,,,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,14244020,12/13/14,,19,543 Roberts ST,Address,High,40.44319153,40.44319153,,-79.98421478,-79.98421478,,,house,place,40.44293025,-79.98389615,,Crawford Roberts,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,14243899,12/13/14,,15,Jonathan ST & Jonathan CT,RoadIntersection,High,40.45282769,40.45282769,,-79.89980925,-79.89980925,,,,,,,,Point Breeze North,4,,,,,,,
,Aggravated Assaults with a Firearm,14243321,12/12/14,,16,2242 Wilner DR,Address,High,40.45425519,40.45425519,,-79.86832358,-79.86832358,,,house,place,40.454286,-79.86826815,,Homewood North,5,,,,,,,
,Non-fatal Shooting,14242569,12/11/14,,11,6437 Apple AV,Address,High,40.468021,40.468021,,-79.905021,-79.905021,,,house,place,40.46820624,-79.90575329,,Lincoln Lemington Belmar,5,,Firearm,,,,,
,Non-fatal Shooting,14242902,12/11/14,,22,1400 Locust ST,Address,High,40.43608475,40.43608475,,-79.98537445,-79.98537445,,,house,place,40.436737,-79.985049,,Bluff,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,14242656,12/11/14,,15,2151 Rhine ST,Address,High,40.46735175,40.46735175,,-79.99474749,-79.99474749,,,house,place,40.46654557,-79.994083,,Spring Hill,1,,,,,,,
